CustomerID,Recency,Frequency,Monetary,R_Score,F_Score,M_Score,RFM_Score,Segment,AvgOrderValue,ActiveMonths,PurchasesPerMonth,CLV_12M
15125,26,15,11528.48,2,1,1,211,Lost,768.5653333333333,8.172175925925925,1.8354964621372205,16928.387403055764
14194,5,21,11349.519999999997,1,1,1,111,Lost,540.4533333333331,10.127476851851851,2.0735668229308333,13447.993216108538
12971,4,86,11189.91,1,1,1,111,Lost,130.11523255813952,12.293935185185186,6.995319131309099,10922.37090706423
14895,8,20,11138.70999999999,1,1,1,111,Lost,556.9354999999995,9.428125,2.1213125621478293,14177.211269472977
12409,79,3,11072.670000000002,4,3,1,431,Potential,3690.890000000001,3.464328703703704,0.8659686353643951,38354.33971896111
15482,16,12,11054.96,2,1,1,211,Lost,921.2466666666666,11.434212962962963,1.0494819397600605,11601.980864769877
17581,1,25,11045.039999999994,1,1,1,111,Lost,441.8015999999997,12.396620370370371,2.016678679598307,10691.662407989028
13319,6,26,10845.550000000007,1,1,1,111,Lost,417.1365384615387,12.004861111111111,2.1657893214554287,10841.158327066587
17107,34,6,10815.429999999993,3,1,1,311,Needs Attention,1802.5716666666656,8.165208333333334,0.73482509631822,15894.898782945922
13340,46,7,10736.47999999999,3,1,1,311,Needs Attention,1533.7828571428558,7.702222222222222,0.9088286208886325,16727.34910559722
14769,3,8,10674.749999999998,1,1,1,111,Lost,1334.3437499999998,11.831574074074075,0.6761568621313028,10826.708196054185
17139,16,12,10668.470000000003,2,1,1,211,Lost,889.0391666666669,9.100925925925926,1.3185471563739952,14066.88078136128
16779,3,22,10629.720000000001,1,1,1,111,Lost,483.169090909091,12.140231481481482,1.8121565501908636,10506.936395288089
17865,31,20,10526.319999999996,2,1,1,211,Lost,526.3159999999998,11.129513888888889,1.7970236795307772,11349.627778991042
17706,5,17,10504.490000000003,1,1,1,111,Lost,617.9111764705884,12.070185185185185,1.4084290952607434,10443.40895073567
15251,10,11,10484.990000000003,1,1,1,111,Lost,953.1809090909094,7.739444444444445,1.4212906467590265,16256.965329122106
14062,10,12,10464.85,1,1,1,111,Lost,872.0708333333333,11.825185185185186,1.0147832623402655,10619.554622901527
15615,11,23,10399.739999999994,1,1,1,111,Lost,452.16260869565195,11.631041666666667,1.9774669078794176,10729.639148112983
15502,16,12,10384.93,2,1,1,211,Lost,865.4108333333334,11.796018518518519,1.0172924009199589,10564.510373085708
16180,101,8,10254.18,4,1,1,411,Potential,1281.7725,5.075115740740741,1.5763187301876895,24245.783995074005
16843,43,16,10196.57000000001,3,1,1,311,Needs Attention,637.2856250000007,9.490185185185185,1.6859523484301522,12893.19835307434
12590,212,2,9864.260000000004,5,4,1,541,Champions,4932.130000000002,1.0,2.0,118371.12000000005
13001,5,13,9818.820000000009,1,1,1,111,Lost,755.2938461538469,10.73625,1.2108510886016999,10974.580509954603
13199,4,38,9817.119999999997,1,1,1,111,Lost,258.34526315789464,12.102291666666666,3.139901189513006,9734.143189134287
15078,8,32,9743.110000000013,1,1,1,111,Lost,304.4721875000004,12.037569444444445,2.658343957863402,9712.701599736947
12709,16,15,9736.519999999997,2,1,1,211,Lost,649.1013333333332,11.708078703703704,1.2811666524973853,9979.283788299072
13458,8,14,9646.56999999999,1,1,1,111,Lost,689.0407142857136,11.738055555555556,1.1927018008850603,9861.841209740387
14733,17,12,9585.91,2,1,1,211,Lost,798.8258333333333,11.705763888888889,1.02513600256284,9826.861458327152
16523,2,21,9418.470000000007,1,1,1,111,Lost,448.4985714285717,10.4625,2.007168458781362,10802.546236559147
12567,23,10,9401.279999999999,2,1,1,211,Lost,940.1279999999999,11.565393518518519,0.8646484863647735,9754.563026269701
14367,9,16,9261.520000000002,1,1,1,111,Lost,578.8450000000001,8.932106481481481,1.7912907815387167,12442.556549277346
14667,11,25,9241.199999999984,1,1,1,111,Lost,369.6479999999994,11.930949074074075,2.0953907224635584,9294.683877326497
18092,3,11,9068.260000000002,1,1,1,111,Lost,824.387272727273,12.10449074074074,0.9087536382655657,8989.979201168837
13969,8,18,9053.939999999999,1,1,1,111,Lost,502.9966666666666,11.927291666666667,1.5091439450839286,9109.132486768787
12451,11,5,9035.519999999993,1,2,1,121,Lost,1807.1039999999987,10.466087962962963,0.47773342032799937,10359.7676977009
13488,18,13,8968.30999999999,2,1,1,211,Lost,689.8699999999992,11.668981481481481,1.1140646697083914,9222.717524300724
13090,9,14,8910.820000000005,1,1,1,111,Lost,636.4871428571432,12.140069444444444,1.153205923909002,8808.008923617273
16033,6,20,8816.39999999999,1,1,1,111,Lost,440.81999999999954,12.136296296296296,1.64794921875,8717.38769531249
17017,3,20,8694.260000000006,1,1,1,111,Lost,434.7130000000003,12.332291666666666,1.6217585944758848,8459.99452656475
17243,2,26,8676.850000000002,1,1,1,111,Lost,333.7250000000001,12.271365740740741,2.118753572284168,8484.97243092641
17306,11,19,8631.310000000005,1,1,1,111,Lost,454.2794736842108,11.431481481481482,1.662076786003564,9060.568410821325
16656,23,15,8625.800000000003,2,1,1,211,Lost,575.0533333333335,11.40462962962963,1.3152553381505236,9076.103596655032
14527,3,55,8508.819999999954,1,1,1,111,Lost,154.70581818181736,12.231990740740741,4.49640628134332,8347.442551596974
12683,5,15,8476.569999999998,1,1,1,111,Lost,565.1046666666665,12.041527777777778,1.2456891082942132,8447.33673975478
18139,18,6,8438.339999999997,2,1,1,211,Lost,1406.3899999999994,1.0,6.0,101260.07999999996
15358,5,22,8347.2,1,1,1,111,Lost,379.41818181818184,12.031944444444445,1.8284658894147523,8325.03843933972
16558,1,20,8338.490000000003,1,1,1,111,Lost,416.9245000000002,12.197662037037038,1.639658480393366,8203.365505305172
14056,2,23,8214.649999999978,1,1,1,111,Lost,357.1586956521729,9.430949074074075,2.4387789414776506,10452.373268665735
14936,34,8,8137.02,3,1,1,311,Needs Attention,1017.1275,8.064745370370371,0.9919718022830276,12107.541591919562
16672,3,20,8134.939999999998,1,1,1,111,Lost,406.7469999999999,8.808657407407408,2.270493569562772,11082.197375267384
13854,9,25,8109.519999999997,1,1,1,111,Lost,324.38079999999985,11.897638888888888,2.1012572522559334,8179.290101910974
14952,60,11,8099.49,3,1,1,311,Needs Attention,736.3172727272727,10.163541666666667,1.0822998872604284,9562.993215127599
18109,2,26,8052.969999999994,1,1,1,111,Lost,309.72961538461516,12.267546296296297,2.11941323652063,7877.340559063166
14796,2,17,8022.489999999991,1,1,1,111,Lost,471.9111764705877,12.173402777777778,1.3964871047422376,7908.21447029897
12428,26,9,7956.46,2,1,1,211,Lost,884.0511111111111,8.598356481481481,1.0467116616278413,11104.159289700607
15290,5,18,7943.219999999999,1,1,1,111,Lost,441.28999999999996,11.827222222222222,1.5219127248813942,8059.258396354924
14849,22,25,7930.5399999999945,2,1,1,211,Lost,317.2215999999998,11.731388888888889,2.131034972651718,8112.123884166405
12757,16,13,7857.0999999999985,2,1,1,211,Lost,604.3923076923076,6.524282407407408,1.992556297875813,14451.428388960041
17811,5,39,7837.72999999999,1,1,1,111,Lost,200.96743589743562,10.970555555555556,3.5549703752468726,8573.199372056502
13093,276,8,7832.469999999998,5,1,1,511,Potential,979.0587499999998,3.262824074074074,2.451863728592307,28806.22364743107
12435,80,2,7829.889999999998,4,3,1,431,Potential,3914.944999999999,6.2686574074074075,0.3190475838792346,14988.644919241076
13629,24,11,7792.360000000002,2,1,1,211,Lost,708.3963636363638,10.501666666666667,1.0474527852721789,8904.140930011112
15044,20,17,7700.229999999989,2,1,1,211,Lost,452.9547058823523,11.431782407407407,1.4870821884244907,8082.9705033683995
15194,4,15,7616.53,1,1,1,111,Lost,507.76866666666666,12.166898148148148,1.2328532562165866,7512.051049257054
18172,15,20,7561.680000000004,2,1,1,211,Lost,378.0840000000002,9.167314814814814,2.1816639227529366,9898.226670841459
13263,2,35,7454.069999999954,1,1,1,111,Lost,212.97342857142726,10.796481481481482,3.241796881700142,8284.99915953409
12474,18,18,7375.790000000002,2,1,1,211,Lost,409.76611111111123,10.406319444444444,1.729718186732154,8505.358736344773
12980,158,9,7374.9,4,1,1,411,Potential,819.4333333333333,6.697175925925926,1.3438500197015049,13214.346013728838
15465,20,18,7354.620000000001,2,1,1,211,Lost,408.59000000000003,11.66664351851852,1.5428602040877064,7564.767009458353
17396,40,8,7330.8,3,1,1,311,Needs Attention,916.35,11.072847222222222,0.722488068285157,7944.623296477244
12583,3,15,7281.380000000002,1,1,1,111,Lost,485.42533333333347,12.365787037037038,1.2130242866930487,7065.992624512826
13018,17,28,7277.699999999994,2,1,1,211,Lost,259.9178571428569,9.303310185185186,3.0096814405465993,9387.239408513986
18229,12,20,7276.9,1,1,1,111,Lost,363.84499999999997,12.057476851851852,1.658721824286836,7242.211705891725
16923,13,19,7247.609999999986,1,1,1,111,Lost,381.4531578947361,11.669305555555555,1.6282031445268332,7452.998774086798
16729,39,21,7239.919999999986,3,1,1,311,Needs Attention,344.7580952380946,6.766828703703704,3.1033739613515,12838.95954872452
16745,87,17,7194.299999999992,4,1,1,411,Potential,423.19411764705836,7.500625,2.2664777935172067,11509.920839929993
16873,5,6,7123.62,1,1,1,111,Lost,1187.27,11.994907407407407,0.5002122814466016,7126.64442471728
13324,37,10,7121.950000000002,3,1,1,311,Needs Attention,712.1950000000002,10.809212962962963,0.9251367360661986,7906.533092911998
13985,5,15,7060.130000000004,1,1,1,111,Lost,470.6753333333336,8.67125,1.729854403921003,9770.39757820384
14961,11,9,7044.679999999999,1,1,1,111,Lost,782.7422222222222,11.663981481481482,0.7716061633233046,7247.624675520556
12766,4,7,6989.629999999995,1,1,1,111,Lost,998.5185714285707,12.092893518518519,0.5788523639342819,6935.938026044522
12798,11,3,6977.04,1,2,1,121,Lost,2325.68,5.341226851851852,0.5616687108056219,15675.140248157022
12989,4,15,6924.109999999997,1,1,1,111,Lost,461.60733333333314,12.036203703703704,1.2462401243162988,6903.28296574378
16713,19,15,6923.129999999998,2,1,1,211,Lost,461.54199999999986,11.599421296296295,1.2931679621628633,7162.215931110864
13027,114,6,6912.0,4,1,1,411,Potential,1152.0,8.029027777777777,0.7472884844920341,10330.51600961788
16187,32,15,6911.439999999998,2,1,1,211,Lost,460.7626666666665,8.428148148148148,1.779750395500088,9840.5104587801
17416,30,7,6893.419999999998,2,1,1,211,Lost,984.7742857142855,8.398657407407407,0.8334665483349962,9849.317097640163
12705,16,9,6868.29,2,1,1,211,Lost,763.1433333333333,11.396273148148149,0.7897318608463212,7232.143256709572
12476,16,11,6816.420000000004,2,1,1,211,Lost,619.6745454545458,11.530578703703704,0.9539850759152897,7093.923219458729
12830,38,6,6814.640000000001,3,1,1,311,Needs Attention,1135.7733333333335,4.4680787037037035,1.3428590671481342,18302.202226700727
15023,4,11,6802.759999999991,1,1,1,111,Lost,618.4327272727264,12.204953703703703,0.9012733900548882,6688.523527559762
18055,8,10,6784.190000000002,1,1,1,111,Lost,678.4190000000002,12.071597222222222,0.8283907933567661,6743.95264365965
15601,12,14,6776.559999999992,1,1,1,111,Lost,484.03999999999945,12.039722222222222,1.1628175253212745,6754.202339478109
16652,59,7,6773.97,3,1,1,311,Needs Attention,967.71,7.161689814814815,0.9774229519853904,11350.343578389386
16532,18,3,6748.8,2,2,1,221,Lost,2249.6,10.697939814814815,0.28042782553754075,7570.20523595102
13576,11,18,6717.340000000004,1,1,1,111,Lost,373.18555555555577,12.097453703703703,1.4879164195097683,6663.226987619835
16746,5,18,6697.660000000005,1,1,1,111,Lost,372.0922222222225,11.801157407407407,1.5252741217316255,6810.511649438031
15249,32,13,6688.4600000000055,2,1,1,211,Lost,514.4969230769235,7.498518518518519,1.7336757878099378,10703.650301294092
16353,4,23,6675.71,1,1,1,111,Lost,290.24826086956523,12.200324074074073,1.8851958243367855,6566.097712947821
17338,18,8,6643.930000000005,2,1,1,211,Lost,830.4912500000006,11.468657407407408,0.6975533155984709,6951.743100156229
12626,24,9,6620.48,2,1,1,211,Lost,735.6088888888888,10.107060185185185,0.890466647580876,7860.422174634984
16182,73,4,6617.65,4,2,1,421,Potential,1654.4125,7.404444444444445,0.5402160864345739,10724.882953181272
15144,9,17,6580.440000000009,1,1,1,111,Lost,387.08470588235343,10.13599537037037,1.6771909791607194,7790.579722523561
12472,33,7,6572.11,2,1,1,211,Lost,938.8728571428571,11.232916666666666,0.6231685151526393,7020.912051633963
16814,15,21,6509.0999999999985,2,1,1,211,Lost,309.9571428571428,11.835694444444444,1.774293861553446,6599.460670992876
12431,36,15,6487.449999999997,3,1,1,311,Needs Attention,432.4966666666665,11.26925925925926,1.331054655404739,6908.120419364377
18223,5,14,6484.539999999995,1,1,1,111,Lost,463.1814285714282,11.789560185185184,1.187491287214638,6600.286929938402
15694,1,14,6479.399999999998,1,1,1,111,Lost,462.8142857142856,12.402662037037038,1.128789928984033,6269.041256450693
13225,4,7,6463.84,1,1,1,111,Lost,923.4057142857143,11.938425925925927,0.5863419552487688,6497.17814402606
13102,2,24,6424.090000000003,1,1,1,111,Lost,267.67041666666677,12.132268518518519,1.9781955834036107,6354.053232693654
13871,23,13,6403.25,2,1,1,211,Lost,492.5576923076923,9.535162037037036,1.363374838257036,8058.489168987107
12359,58,4,6372.580000000005,3,2,1,321,Needs Attention,1593.1450000000013,9.133425925925925,0.43795176447927336,8372.647965855991
13668,3,21,6363.589999999996,1,1,1,111,Lost,303.02809523809503,11.999444444444444,1.7500810222695495,6363.884624288157
13709,4,13,6328.050000000003,1,1,1,111,Lost,486.77307692307716,10.393773148148147,1.2507488680678203,7305.970499609144
15005,16,28,6316.5699999999815,2,1,1,211,Lost,225.59178571428507,11.696967592592593,2.3937828140800974,6480.212875685947
17315,2,38,6292.259999999991,1,1,1,111,Lost,165.58578947368397,11.866458333333334,3.202303411225618,6363.071261784784
16126,30,4,6287.770000000002,2,2,1,221,Lost,1571.9425000000006,8.906597222222222,0.4491052980390628,8471.612459553236
14057,24,17,6217.960000000001,2,1,1,211,Lost,365.7623529411765,11.231041666666666,1.5136619117401549,6643.686508746223
12357,34,1,6207.669999999996,3,4,1,341,Loyal Customers,6207.669999999996,1.0,1.0,74492.03999999995
14060,5,19,6140.42,1,1,1,111,Lost,323.18,12.267083333333334,1.5488604327298665,6006.72857579566
13418,12,18,6127.429999999998,1,1,1,111,Lost,340.41277777777765,12.032824074074075,1.4959081832487524,6110.7151195226
17509,58,8,6115.140000000002,3,1,1,311,Needs Attention,764.3925000000003,1.0,8.0,73381.68000000002
15939,90,15,6115.009999999998,4,1,1,411,Potential,407.6673333333332,8.064976851851851,1.8598937449592001,9098.615079490362
14735,4,32,6065.6900000000005,1,1,1,111,Lost,189.55281250000002,11.82787037037037,2.705474358271816,6153.963285084665
12637,68,8,6021.900000000001,3,1,1,311,Needs Attention,752.7375000000001,8.537476851851851,0.9370450003931469,8464.186931801238
13097,33,10,6010.419999999996,2,1,1,211,Lost,601.0419999999997,10.927083333333334,0.9151572926596758,6600.575633937078
13316,38,4,5977.7300000000005,3,2,1,321,Needs Attention,1494.4325000000001,7.2342361111111115,0.5529263820759698,9915.733865780961
14101,74,6,5976.79,4,1,1,411,Potential,996.1316666666667,8.432384259259258,0.7115425264700957,8505.480513562408
15382,15,6,5955.709999999996,2,1,1,211,Lost,992.6183333333328,9.365208333333333,0.6406691433274754,7631.2792472137535
14505,18,8,5905.639999999994,2,1,1,211,Lost,738.2049999999992,11.499328703703704,0.695692783999066,6162.766699344359
14415,2,13,5900.279999999998,1,1,1,111,Lost,453.86769230769215,11.968217592592593,1.0862101979200312,5915.948590692553
14944,30,12,5900.249999999998,2,1,1,211,Lost,491.68749999999983,8.894976851851851,1.3490760234526875,7959.885807376717
13209,31,8,5891.609999999999,2,1,1,211,Lost,736.4512499999998,11.038032407407407,0.724766851982728,6405.065449214939
13534,3,25,5870.08000000001,1,1,1,111,Lost,234.8032000000004,11.865949074074074,2.1068689781100214,5936.394936491566
13050,15,17,5836.860000000001,2,1,1,211,Lost,343.34470588235297,11.733055555555556,1.4488979379246667,5969.657236203509
12720,3,25,5781.729999999998,1,1,1,111,Lost,231.2691999999999,12.223194444444445,2.045291851784517,5676.156123944683
15218,11,11,5756.889999999999,1,1,1,111,Lost,523.3536363636363,10.267314814814815,1.0713609350059068,6728.407694319441
17686,8,7,5739.460000000009,1,1,1,111,Lost,819.9228571428584,9.840763888888889,0.7113268928140459,6998.7981398237325
13178,27,11,5725.470000000003,2,1,1,211,Lost,520.497272727273,11.138703703703703,0.9875475901511248,6168.189928344614
16553,164,12,5719.82,4,1,1,411,Potential,476.65166666666664,6.5690740740740745,1.8267414653398357,10448.632368280098
13468,2,37,5704.969999999995,1,1,1,111,Lost,154.18837837837825,12.393773148148147,2.9853701175358744,5523.7125273855
14110,4,12,5683.15,1,1,1,111,Lost,473.5958333333333,8.770069444444445,1.36829019154479,7776.198402077773
14049,17,4,5681.719999999997,2,2,1,221,Lost,1420.4299999999992,10.034560185185185,0.3986223537634979,6794.58179947542
17049,3,9,5659.979999999999,1,1,1,111,Lost,628.8866666666665,9.103125,0.9886714727085478,7461.147682801233
17716,23,11,5655.9900000000025,2,1,1,211,Lost,514.1809090909093,8.168564814814815,1.3466257842564937,8308.911239451152
13004,12,18,5655.909999999996,1,1,1,111,Lost,314.217222222222,11.537662037037038,1.5601081000828607,5882.554002893097
18118,11,26,5653.819999999964,1,1,1,111,Lost,217.45461538461402,11.965717592592593,2.1728742801096494,5670.018490324366
14688,8,21,5630.870000000002,1,1,1,111,Lost,268.13666666666677,12.203912037037037,1.7207596987153102,5536.785236974333
17757,2,30,5605.2899999999845,1,1,1,111,Lost,186.84299999999948,12.364212962962963,2.426357430906851,5440.17481755513
12481,23,10,5596.320000000001,2,1,1,211,Lost,559.6320000000001,11.430925925925926,0.874819770926823,5874.925656519838
12839,3,14,5591.420000000005,1,1,1,111,Lost,399.3871428571432,12.162152777777777,1.1511119993148144,5516.87199017901
